category,weight,cost
clothing,38,2160.37
electronics,13,495.16
clothing,3,209.16
clothing,35,1983.1
electronics,6,235.73
other,37,2037.95
clothing,15,909.81
phone,3,43.27
shoes,3,318.44
clothing,6,401.18
electronics,7,262.24
shoes,5,440.02
appliances,6,363.41
shoes,7,610.91
other,33,1821.57
laptop,6,82.53
electronics,15,554.43
phone,3,43.48
shoes,10,1067.77
other,11,667.51
electronics,15,538.0
other,32,1806.49
other,37,2070.62
other,34,1892.27
clothing,34,1900.91
shoes,10,946.87
clothing,10,681.34
clothing,38,2241.32
other,35,1926.63
electronics,15,559.29
shoes,2,166.85
phone,2,27.05
electronics,4,158.66
electronics,15,575.38
perfume,1,90.77
other,22,1230.89
laptop,10,136.91
other,17,988.57
appliances,4,306.54
laptop,5,83.8
other,11,668.16
electronics,7,302.06
books,1,42.1
clothing,14,880.66
electronics,4,156.23
electronics,6,225.76
laptop,10,139.17
clothing,6,407.58
electronics,10,395.03
books,4,178.99
phone,1,16.32
other,22,1283.26
electronics,15,584.88
phone,3,42.91
laptop,4,61.69
phone,2,28.3
other,4,262.22
other,10,685.98
electronics,7,298.76
appliances,19,1349.64
clothing,24,1417.22
clothing,21,1201.06
shoes,9,937.6
laptop,9,132.49
bag,1,81.1
laptop,7,101.66
clothing,26,1449.01
clothing,8,530.82
clothing,16,910.57
laptop,3,40.93
clothing,35,2052.4
clothing,37,2135.34
books,3,154.96
clothing,21,1243.9
other,16,955.79
shoes,1,81.65
electronics,12,450.1
electronics,14,552.53
electronics,2,78.5
perfume,1,78.08
clothing,21,1249.79
clothing,9,608.34
other,30,1764.73
clothing,5,349.76
appliances,17,1355.63
other,25,1438.17
laptop,4,61.19
appliances,3,178.64
clothing,23,1268.21
electronics,10,371.28
other,16,918.69
clothing,16,934.74
laptop,2,27.42
shoes,6,605.67
electronics,14,517.72
books,4,194.52
clothing,19,1055.6
other,16,941.15
clothing,22,1246.83
perfume,4,299.26
clothing,32,1873.89
electronics,6,244.18
other,8,530.01
clothing,19,1083.77
clothing,40,2269.82
clothing,9,605.99
phone,1,15.37
other,12,743.98
other,11,664.13
electronics,7,313.03
car parts,15,1362.08
other,22,1287.04
appliances,10,799.7
clothing,6,403.57
other,17,941.99
other,27,1496.55
clothing,7,455.26
electronics,12,426.35
other,21,1217.43
electronics,4,149.27
other,20,1136.85
other,17,999.1
clothing,24,1348.32
bag,1,66.25
clothing,36,2080.17
electronics,3,127.36
other,14,856.12
clothing,10,650.51
other,14,898.36
other,33,1890.96
perfume,3,235.07
electronics,11,424.46
other,8,522.92
electronics,10,372.75
clothing,21,1195.62
laptop,2,27.5
electronics,10,435.77
laptop,8,114.13
other,17,984.0
shoes,10,850.0
electronics,12,452.72
appliances,19,1479.94
clothing,33,1949.07
electronics,14,496.76
other,40,2202.52
electronics,13,481.29
other,21,1210.88
laptop,7,107.59
clothing,16,946.01
phone,2,30.01
electronics,15,529.27
other,32,1885.46
clothing,18,1064.22
perfume,1,85.74
electronics,7,312.78
phone,3,48.99
books,1,46.4
laptop,6,91.62
laptop,2,31.17
clothing,14,855.51
electronics,13,482.89
electronics,2,72.88
electronics,4,152.84
electronics,8,291.73
shoes,6,575.74
bag,2,158.22
shoes,4,437.14
other,31,1847.88
other,17,946.44
clothing,1,69.43
electronics,10,433.33
appliances,12,936.66
clothing,27,1544.92
bag,2,149.77
electronics,7,309.36
clothing,17,950.08
laptop,2,30.93
appliances,3,209.55
shoes,3,244.66
perfume,2,183.31
perfume,5,420.37
clothing,23,1345.24
other,9,595.68
clothing,18,1070.16
clothing,4,272.4
shoes,8,789.36
shoes,5,526.25
clothing,14,903.84
clothing,24,1352.25
car parts,10,744.12
phone,3,42.27
clothing,40,2296.94
other,40,2348.47
other,10,650.09
clothing,18,1025.5
electronics,8,280.53
clothing,36,1982.58
other,25,1432.7
books,5,262.92
other,12,770.03
clothing,6,412.48
car parts,12,931.95
laptop,4,66.95
other,17,1010.27
phone,3,46.8
electronics,4,167.62
clothing,7,470.47
clothing,40,2345.06
clothing,13,838.71
other,34,1949.83
other,25,1496.99
clothing,31,1730.47
clothing,35,1996.01
other,11,661.56
clothing,10,666.63
laptop,2,33.38
electronics,13,475.21
laptop,8,133.29
perfume,4,350.05
shoes,2,212.73
electronics,4,146.54
other,35,1979.43
electronics,1,41.0
other,31,1810.71
electronics,1,36.04
clothing,32,1830.82
clothing,22,1236.24
bag,5,426.62
bag,1,75.66
laptop,5,71.29
electronics,2,77.89
clothing,3,206.56
shoes,3,281.88
clothing,7,466.0
clothing,25,1418.4
electronics,12,449.73
electronics,15,558.43
clothing,25,1484.7
other,12,749.93
clothing,17,951.71
other,18,1041.3
shoes,2,177.08
car parts,6,493.4
electronics,9,354.28
phone,1,15.56
other,1,66.85
other,20,1148.56
clothing,4,278.97
books,2,86.61
phone,2,27.97
other,9,598.46
clothing,10,659.87
clothing,26,1495.05
clothing,22,1294.1
clothing,38,2189.36
other,6,407.41
clothing,2,130.52
electronics,5,218.84
shoes,8,713.91
laptop,9,135.01
perfume,4,320.1
electronics,4,140.9
shoes,7,605.34
electronics,6,245.25
other,15,967.38
appliances,16,1139.23
other,30,1750.72
electronics,5,176.7
shoes,1,106.57
books,2,82.88
other,23,1350.95
phone,2,26.89
electronics,6,245.29
clothing,3,196.35
clothing,7,462.05
electronics,2,86.8
other,35,2087.86
electronics,14,515.09
clothing,28,1544.13
electronics,7,277.95
car parts,12,1095.79
shoes,9,905.27
perfume,3,269.01
other,28,1564.52
laptop,10,155.51
shoes,3,291.46
clothing,25,1389.14
car parts,3,272.19
electronics,5,180.73
other,17,968.55
clothing,15,969.64
other,36,2068.71
books,5,227.81
clothing,3,200.24
other,40,2382.11
phone,1,16.57
clothing,20,1177.18
clothing,26,1434.47
electronics,12,479.87
laptop,5,83.68
other,9,590.96
phone,2,31.62
books,3,110.27
electronics,9,338.26
other,29,1630.26
bag,1,68.78
electronics,2,72.29
clothing,34,1875.52
other,18,1033.65
other,10,690.61
shoes,1,98.55
clothing,11,685.19
clothing,32,1861.17
shoes,3,240.1
perfume,3,232.64
appliances,1,68.62
perfume,2,179.35
clothing,2,133.05
clothing,34,1961.38
other,19,1121.1
shoes,7,665.07
other,38,2170.87
clothing,1,65.03
clothing,34,1925.51
electronics,13,461.19
electronics,2,71.28
clothing,8,543.31
other,1,67.53
clothing,6,394.53
other,10,691.84
phone,1,14.82
shoes,4,405.39
appliances,19,1272.23
shoes,10,851.28
shoes,10,1095.42
clothing,1,67.9
electronics,12,474.62
other,35,2035.93
books,1,42.27
bag,5,441.7
other,17,935.07
other,3,203.2
clothing,39,2285.67
phone,3,48.67
electronics,11,423.44
clothing,28,1553.15
clothing,7,461.01
shoes,4,349.52
bag,1,65.35
appliances,17,1360.91
perfume,3,271.96
clothing,39,2176.45
electronics,6,264.58
shoes,6,500.1
electronics,13,456.54
electronics,13,455.38
other,2,134.99
clothing,17,994.28
phone,3,43.56
clothing,24,1339.98
clothing,16,955.94
other,27,1496.8
clothing,21,1238.7
other,37,2039.62
electronics,5,188.6
other,18,1026.12
perfume,4,300.29
other,4,268.02
clothing,36,2014.24
clothing,2,130.58
phone,3,40.97
laptop,3,39.62
shoes,3,255.38
appliances,8,629.78
electronics,10,420.52
appliances,10,794.16
bag,2,150.48
bag,4,294.47
clothing,34,1972.78
other,5,328.63
other,21,1222.4
appliances,15,1152.82
clothing,23,1316.19
electronics,4,165.49
other,11,701.76
bag,2,172.55
other,30,1766.36
clothing,19,1089.75
clothing,40,2247.31
clothing,36,2132.9
bag,5,386.71
shoes,2,206.97
electronics,11,408.92
other,5,325.29
electronics,13,501.28
electronics,6,237.74
other,2,130.28
other,26,1521.74
clothing,3,201.31
clothing,39,2186.94
clothing,4,275.76
other,27,1516.63
clothing,6,398.72
clothing,16,907.8
electronics,8,283.09
clothing,6,416.34
shoes,3,288.34
clothing,9,623.33
electronics,15,528.08
electronics,2,72.19
other,9,608.36
clothing,17,973.67
bag,6,400.84
other,32,1873.89
shoes,7,570.49
laptop,5,69.03
bag,6,365.39
appliances,9,570.61
other,3,206.96
books,3,152.74
shoes,3,269.93
books,4,215.9
books,3,136.32
other,2,133.75
clothing,6,409.24
other,1,68.8
other,14,901.77
bag,3,235.02
other,10,676.4
other,23,1363.66
electronics,7,311.66
clothing,27,1504.85
electronics,3,107.97
bag,1,70.23
shoes,3,247.07
phone,3,47.34
bag,4,349.11
other,1,65.4
electronics,14,505.73
other,25,1406.1
appliances,13,874.2
bag,2,175.87
other,5,325.9
bag,5,354.46
perfume,4,345.14
perfume,4,371.56
electronics,14,526.07
other,40,2269.96
other,30,1751.15
phone,3,48.86
clothing,4,270.31
electronics,6,255.15
clothing,27,1541.32
books,1,40.14
phone,2,27.11
electronics,8,348.29
car parts,7,588.34
clothing,21,1239.35
perfume,2,174.46
other,20,1155.3
shoes,7,605.56
electronics,2,88.91
clothing,22,1279.24
laptop,8,125.84
phone,3,43.52
shoes,6,498.12
clothing,17,1017.99
electronics,3,133.43
clothing,26,1553.58
shoes,5,499.49
phone,3,41.14
phone,1,13.24
clothing,40,2208.99
other,13,842.08
electronics,2,75.83
electronics,8,319.38
clothing,28,1642.59
clothing,15,951.46
other,38,2173.01
laptop,10,159.8
perfume,5,414.83
phone,3,41.55
clothing,34,1948.84
other,27,1549.1
electronics,7,277.51
other,2,136.25
other,7,473.71
phone,1,13.37
clothing,11,706.96
phone,2,28.22
other,18,1050.67
clothing,12,728.83
clothing,2,137.48
clothing,26,1558.81
clothing,40,2209.54
shoes,9,834.13
other,16,944.52
other,7,488.64
shoes,9,801.9
other,4,263.87
clothing,4,274.84
car parts,9,827.87
clothing,29,1624.49
electronics,10,440.88
electronics,15,571.88
bag,1,72.14
clothing,18,1068.5
clothing,1,69.92
clothing,31,1785.39
phone,1,16.43
clothing,32,1784.53
shoes,10,1094.02
phone,3,40.23
electronics,1,38.34
laptop,3,43.65
perfume,4,361.87
perfume,2,189.41
laptop,7,102.75
shoes,10,982.18
books,1,50.11
shoes,5,490.95
clothing,19,1098.63
phone,3,42.09
other,34,2018.3
other,24,1322.8
appliances,4,325.53
clothing,29,1678.78
other,22,1244.61
electronics,12,420.22
clothing,31,1795.43
appliances,18,1058.19
electronics,14,556.33
phone,3,48.12
shoes,8,845.02
clothing,30,1675.54
electronics,1,39.16
shoes,8,728.55
clothing,27,1506.79
clothing,2,132.39
electronics,9,352.03
clothing,40,2294.1
other,10,684.13
clothing,13,797.33
shoes,10,1092.82
electronics,7,311.59
other,32,1917.2
laptop,10,139.74
clothing,22,1302.42
phone,1,13.99
other,27,1615.92
electronics,2,73.96
perfume,1,81.28
clothing,19,1052.77
electronics,11,408.15
shoes,9,845.26
other,23,1368.35
other,33,1944.81
clothing,11,679.02
shoes,5,548.36
clothing,9,606.46
clothing,26,1443.34
bag,2,130.66
books,1,42.3
other,3,205.3
laptop,8,114.01
electronics,13,518.36
other,23,1278.14
phone,2,27.57
other,31,1721.97
clothing,29,1685.2
shoes,6,619.63
clothing,40,2302.43
shoes,4,365.82
electronics,15,556.84
appliances,5,392.46
clothing,4,269.43
shoes,7,717.54
perfume,2,194.68
other,1,69.02
other,1,66.45
clothing,24,1356.18
clothing,34,1877.09
laptop,4,64.06
other,14,877.88
shoes,2,185.51
electronics,14,529.61
clothing,9,593.75
other,19,1064.26
electronics,4,174.74
clothing,20,1132.53
appliances,14,863.42
electronics,13,459.34
clothing,1,66.07
other,15,960.87
clothing,7,473.9
other,5,342.66
other,24,1349.03
laptop,10,132.52
books,3,124.56
other,16,948.03
clothing,40,2249.28
perfume,2,172.39
other,6,395.06
clothing,21,1248.99
clothing,8,534.25
perfume,3,236.97
appliances,14,851.64
other,10,685.32
other,38,2210.58
laptop,3,49.86
other,16,953.52
electronics,6,225.13
shoes,2,164.52
clothing,5,338.16
appliances,16,1036.54
other,7,482.39
clothing,38,2237.03
other,37,2054.7
other,7,458.09
other,17,1014.81
clothing,3,198.9
laptop,9,132.53
clothing,25,1498.86
clothing,19,1126.55
laptop,8,127.37
laptop,7,114.66
laptop,8,123.19
laptop,9,148.47
clothing,23,1271.39
clothing,7,458.65
clothing,14,905.51
clothing,33,1882.03
other,24,1361.75
other,17,1002.06
laptop,9,144.59
electronics,11,439.12
laptop,9,141.71
shoes,1,104.59
clothing,32,1787.16
other,15,969.01
electronics,13,466.52
clothing,29,1716.51
other,5,349.62
phone,3,42.0
phone,3,47.6
other,12,720.01
other,11,702.41
electronics,6,239.48
other,26,1507.54
shoes,7,733.48
books,4,199.45
clothing,34,1951.71
phone,1,15.03
other,28,1591.8
other,1,68.9
other,25,1442.52
shoes,3,276.55
other,5,348.88
perfume,2,184.56
bag,2,175.61
shoes,7,571.46
other,9,594.09
other,9,621.04
clothing,34,1880.8
other,33,1887.07
phone,3,50.19
clothing,2,131.78
laptop,10,155.74
appliances,17,1077.68
car parts,10,684.94
clothing,22,1272.8
laptop,5,80.12
other,23,1337.35
