category,weight,cost
clothing,32,1818.74
appliances,13,807.64
clothing,3,197.1
clothing,35,2028.45
electronics,11,406.8
other,27,1538.43
laptop,4,61.3
other,26,1554.11
clothing,19,1108.75
clothing,18,1018.95
other,34,1979.6
other,39,2286.59
other,36,2140.5
other,38,2209.21
phone,3,41.55
other,17,1010.81
electronics,8,313.46
clothing,16,900.83
other,7,462.43
clothing,4,277.71
appliances,15,996.1
laptop,2,26.45
laptop,9,127.05
other,15,933.67
shoes,6,507.61
electronics,5,211.33
electronics,13,508.62
clothing,3,206.48
other,7,482.51
clothing,5,326.29
other,37,2063.78
shoes,7,590.7
phone,1,14.52
other,2,137.9
clothing,6,418.32
other,19,1119.55
clothing,23,1335.82
other,38,2237.57
other,18,998.63
clothing,15,967.52
shoes,9,809.33
other,37,2064.11
shoes,6,616.25
other,11,696.66
clothing,7,473.35
other,2,134.8
phone,3,49.81
clothing,16,955.59
appliances,2,159.67
other,38,2264.61
electronics,7,258.56
electronics,6,269.59
clothing,25,1493.4
shoes,10,1085.52
other,30,1733.42
clothing,30,1691.08
clothing,37,2090.46
perfume,4,358.26
shoes,3,242.63
other,32,1898.66
shoes,3,282.79
appliances,7,441.03
laptop,10,159.36
phone,3,42.54
other,22,1292.03
bag,2,122.25
phone,1,15.51
perfume,4,387.42
electronics,11,387.63
clothing,6,404.49
car parts,10,688.85
other,13,823.67
laptop,9,122.07
appliances,13,1035.67
other,3,200.92
other,24,1324.54
other,7,472.93
other,15,938.76
phone,2,26.71
electronics,2,84.88
perfume,1,95.0
other,22,1272.29
clothing,38,2242.78
electronics,4,145.28
appliances,12,863.72
laptop,8,107.14
other,14,855.39
phone,3,42.12
shoes,8,830.87
clothing,19,1072.36
shoes,6,491.07
other,1,66.83
phone,1,15.34
electronics,4,143.03
other,9,594.42
other,7,474.86
shoes,7,581.7
other,38,2184.74
bag,3,198.71
other,39,2150.53
phone,3,50.27
clothing,2,136.39
electronics,3,124.76
other,4,268.71
clothing,6,395.98
laptop,3,50.28
shoes,1,88.06
clothing,21,1225.62
other,27,1565.46
clothing,38,2129.59
other,36,2061.05
other,17,958.65
bag,6,434.19
electronics,9,363.0
clothing,6,414.58
perfume,1,88.39
clothing,36,2037.54
electronics,11,393.21
laptop,10,142.66
perfume,4,286.61
phone,3,50.09
clothing,36,2038.27
perfume,4,342.47
clothing,14,867.04
clothing,17,937.04
shoes,9,914.02
clothing,30,1722.31
bag,2,143.47
electronics,7,279.5
perfume,3,284.12
bag,6,409.98
other,39,2286.41
clothing,5,349.15
laptop,10,153.53
electronics,15,551.81
clothing,27,1558.98
clothing,6,407.1
electronics,7,267.82
phone,1,13.45
other,5,335.43
electronics,11,427.64
books,2,90.46
phone,1,15.25
clothing,17,987.28
laptop,8,133.09
electronics,7,303.71
electronics,6,224.73
appliances,20,1227.45
electronics,7,299.86
phone,2,32.44
other,16,904.22
clothing,37,2081.16
shoes,10,847.63
shoes,3,253.01
books,2,79.27
laptop,10,139.72
clothing,26,1515.67
phone,1,13.21
clothing,39,2168.65
clothing,38,2159.42
other,40,2384.03
electronics,14,533.64
perfume,2,173.75
other,40,2379.34
other,17,1006.55
other,34,1965.95
other,16,909.33
phone,3,47.84
electronics,13,489.1
shoes,9,745.29
other,8,551.33
perfume,1,76.98
clothing,15,915.87
clothing,28,1631.1
other,39,2273.89
shoes,1,85.08
other,32,1858.53
other,22,1296.92
other,23,1293.15
electronics,11,394.7
laptop,2,27.92
laptop,8,112.52
shoes,3,250.65
laptop,10,135.51
other,40,2257.14
clothing,23,1271.15
electronics,12,425.05
clothing,18,1019.44
bag,2,128.88
other,8,553.1
other,26,1478.17
other,2,135.11
clothing,13,814.03
other,20,1107.47
clothing,1,68.17
clothing,21,1229.53
other,40,2267.72
electronics,8,285.05
other,15,965.88
shoes,10,1076.28
clothing,23,1366.3
books,5,207.94
other,23,1285.96
clothing,10,698.15
other,29,1674.49
other,6,407.42
clothing,31,1857.33
shoes,7,586.91
bag,4,276.82
clothing,34,1921.8
other,23,1372.24
other,30,1783.48
perfume,1,84.88
clothing,24,1388.7
bag,3,246.62
shoes,3,319.29
clothing,2,136.24
laptop,10,167.17
clothing,26,1447.04
bag,1,70.22
shoes,9,789.16
shoes,10,1058.31
bag,6,436.55
other,36,2144.24
clothing,30,1673.18
clothing,11,707.05
laptop,2,28.75
perfume,5,391.05
electronics,2,75.81
clothing,29,1667.97
clothing,28,1603.68
books,3,147.17
electronics,3,106.45
clothing,31,1738.42
clothing,5,346.79
electronics,14,505.35
clothing,19,1125.29
clothing,31,1713.83
other,5,326.35
other,11,708.14
other,28,1641.92
laptop,5,68.13
electronics,6,234.96
clothing,40,2352.7
shoes,6,638.8
other,6,419.2
shoes,1,87.37
clothing,24,1342.03
perfume,1,75.19
electronics,10,380.9
other,35,1934.4
laptop,4,60.43
clothing,12,778.28
clothing,4,260.46
clothing,27,1596.76
clothing,29,1687.92
clothing,16,905.73
other,10,661.93
shoes,9,926.98
clothing,13,834.69
shoes,3,265.79
perfume,3,292.35
clothing,30,1782.06
other,14,893.89
electronics,7,269.08
laptop,4,62.61
phone,3,42.66
clothing,39,2266.83
clothing,27,1535.25
shoes,4,329.55
clothing,28,1541.56
electronics,14,505.82
electronics,12,465.12
shoes,1,105.73
clothing,1,68.31
other,18,1005.73
appliances,3,215.5
bag,4,316.78
clothing,26,1541.71
other,30,1663.43
clothing,35,2008.36
other,22,1295.36
electronics,2,89.7
other,7,484.44
other,20,1145.77
clothing,27,1542.52
phone,1,15.24
electronics,10,394.26
clothing,7,470.0
clothing,1,65.74
other,2,138.02
shoes,7,679.3
electronics,12,441.71
other,13,800.47
clothing,11,666.94
shoes,6,603.77
clothing,16,924.5
shoes,3,246.48
shoes,9,838.06
appliances,11,718.31
electronics,9,398.43
clothing,30,1703.55
electronics,11,396.78
other,23,1346.81
appliances,2,119.36
bag,6,360.54
other,26,1505.34
clothing,22,1234.73
shoes,4,375.92
electronics,1,36.5
laptop,3,40.03
clothing,22,1263.78
laptop,7,113.39
other,28,1573.83
phone,2,31.9
other,35,2071.69
electronics,3,113.96
other,15,903.04
clothing,29,1614.0
other,38,2263.14
clothing,16,907.28
clothing,23,1304.45
phone,3,43.35
perfume,5,496.88
clothing,38,2176.23
other,35,2059.45
other,20,1176.08
phone,1,13.65
clothing,15,947.52
other,22,1229.89
bag,3,189.35
shoes,6,534.2
electronics,3,120.7
clothing,23,1355.76
electronics,8,355.9
other,32,1806.75
electronics,14,490.8
clothing,13,807.31
laptop,10,133.06
clothing,20,1176.25
laptop,9,123.02
other,10,679.38
other,17,953.31
other,7,479.03
clothing,25,1384.62
clothing,37,2125.68
books,3,161.51
bag,5,346.88
other,3,196.34
laptop,3,45.91
perfume,2,198.33
clothing,14,870.69
clothing,34,1982.28
electronics,7,295.08
clothing,33,1840.05
clothing,30,1667.89
other,5,342.07
clothing,33,1902.39
electronics,15,582.9
electronics,10,438.98
shoes,1,91.29
shoes,8,717.19
other,7,462.86
shoes,4,358.81
shoes,10,863.34
electronics,11,432.43
other,39,2323.01
clothing,7,460.01
electronics,15,575.42
other,26,1531.14
appliances,8,642.62
clothing,32,1782.13
shoes,9,739.59
shoes,3,275.83
electronics,12,457.69
electronics,9,319.64
perfume,5,399.62
other,7,461.86
electronics,13,464.9
other,16,946.53
bag,4,320.56
other,16,901.45
clothing,37,2065.07
clothing,1,67.98
other,32,1807.06
electronics,10,426.89
electronics,10,415.7
phone,3,44.12
shoes,5,549.17
laptop,7,95.94
other,17,988.24
perfume,3,287.46
other,3,195.4
other,38,2186.85
appliances,6,462.42
shoes,3,275.34
other,22,1295.89
other,15,945.16
other,29,1689.87
phone,3,44.06
clothing,26,1467.73
clothing,17,972.9
clothing,38,2242.45
shoes,9,946.27
clothing,40,2367.83
electronics,11,402.33
electronics,14,541.35
electronics,1,40.18
other,39,2252.88
shoes,10,897.81
bag,3,188.79
electronics,6,264.85
other,15,929.0
appliances,16,984.69
other,36,1984.75
clothing,31,1803.56
electronics,14,507.05
clothing,20,1189.41
shoes,8,769.21
phone,3,40.07
clothing,29,1707.07
shoes,2,189.43
phone,2,27.32
other,25,1398.75
clothing,13,821.27
other,2,132.94
electronics,1,35.65
other,35,1961.32
clothing,38,2257.44
clothing,13,784.51
clothing,33,1881.89
other,1,66.59
clothing,13,820.26
other,38,2123.74
electronics,3,123.32
bag,3,236.08
shoes,1,84.72
shoes,4,372.96
clothing,9,617.18
appliances,13,782.34
other,11,712.92
other,21,1194.07
shoes,6,562.77
phone,2,29.18
electronics,3,114.35
other,4,271.02
clothing,9,621.39
clothing,31,1707.6
other,19,1057.11
other,40,2238.09
other,3,200.01
electronics,12,461.17
other,24,1371.75
other,29,1611.28
books,1,42.72
appliances,5,368.03
clothing,27,1564.82
clothing,17,988.77
clothing,27,1580.31
books,3,158.19
appliances,12,906.78
electronics,13,468.23
other,26,1494.35
clothing,11,663.42
clothing,37,2081.72
clothing,39,2247.97
clothing,10,675.22
other,1,67.42
phone,2,32.93
clothing,26,1441.84
clothing,10,689.72
clothing,10,664.49
appliances,18,1443.02
electronics,11,425.75
shoes,1,88.76
other,19,1090.2
other,36,1984.86
shoes,4,376.39
shoes,5,401.85
other,21,1223.82
phone,2,27.95
electronics,1,44.47
clothing,27,1520.69
clothing,22,1222.23
other,32,1907.23
other,35,2025.82
electronics,11,390.14
other,14,869.38
clothing,9,592.64
other,13,799.67
electronics,10,370.07
clothing,27,1604.78
clothing,34,1899.58
clothing,16,920.36
other,25,1429.69
shoes,3,269.77
bag,4,280.39
perfume,5,453.76
clothing,12,773.43
clothing,37,2182.1
other,22,1296.1
shoes,7,564.77
clothing,39,2209.98
clothing,30,1728.17
clothing,5,336.72
bag,6,367.63
clothing,3,204.19
clothing,38,2165.94
phone,2,31.44
other,3,202.25
other,39,2153.24
other,11,674.54
appliances,13,760.78
clothing,5,332.71
electronics,4,146.64
shoes,4,362.12
electronics,11,407.04
perfume,1,95.64
shoes,3,266.07
electronics,7,275.03
laptop,4,55.31
clothing,22,1217.89
clothing,31,1769.81
clothing,12,737.18
appliances,2,150.55
perfume,5,429.32
clothing,10,678.9
electronics,11,402.56
other,18,1041.55
clothing,4,267.38
other,40,2324.55
electronics,8,331.63
shoes,9,882.21
perfume,2,169.34
perfume,2,198.53
clothing,13,808.26
clothing,34,2011.1
phone,3,45.83
shoes,2,186.73
books,2,92.68
other,37,2206.03
electronics,15,589.61
other,27,1582.5
shoes,6,577.43
electronics,6,264.76
clothing,18,1063.47
other,1,69.23
phone,2,31.84
phone,1,14.13
electronics,15,589.05
phone,2,29.6
other,17,985.43
appliances,11,786.1
clothing,30,1650.62
clothing,36,2124.47
other,17,972.24
other,36,2121.23
appliances,9,643.68
clothing,1,69.14
phone,3,44.33
electronics,7,265.85
other,30,1736.93
other,4,277.66
car parts,5,384.28
clothing,40,2345.58
electronics,10,422.54
other,10,690.58
electronics,3,115.02
other,4,271.96
laptop,4,66.21
electronics,3,130.91
perfume,1,72.64
shoes,7,609.39
other,29,1626.07
clothing,22,1228.63
clothing,32,1814.01
clothing,34,1891.8
bag,1,79.69
other,26,1507.35
electronics,1,38.4
laptop,3,48.86
shoes,7,627.28
other,31,1833.91
bag,5,325.51
phone,3,39.79
clothing,30,1759.87
electronics,4,168.45
perfume,2,163.71
laptop,6,93.02
clothing,24,1352.38
clothing,24,1373.19
shoes,5,478.2
clothing,26,1547.69
laptop,3,47.21
electronics,2,82.69
books,5,216.56
shoes,9,893.51
clothing,29,1659.86
clothing,8,548.51
other,33,1854.55
laptop,8,119.19
other,7,476.47
other,3,197.15
other,7,463.46
shoes,1,104.95
other,19,1087.15
clothing,15,955.31
clothing,36,2087.39
electronics,12,444.01
other,25,1437.01
other,10,650.3
electronics,5,189.96
other,4,276.83
other,5,337.55
clothing,37,2097.34
appliances,2,131.9
shoes,1,83.09
phone,2,28.49
electronics,6,230.39
clothing,12,730.18
clothing,4,273.19
clothing,19,1103.55
electronics,3,133.65
shoes,4,323.35
shoes,10,1042.13
clothing,6,409.79
clothing,12,744.52
electronics,15,583.17
other,40,2316.08
laptop,9,132.98
other,30,1708.65
shoes,6,595.85
electronics,14,519.18
electronics,6,239.12
electronics,12,452.59
books,3,156.21
other,11,706.3
other,25,1425.19
shoes,10,872.88
laptop,6,84.59
shoes,3,262.83
clothing,6,395.47
other,8,559.25
other,14,860.43
other,3,198.25
bag,6,472.31
perfume,1,85.1
appliances,7,453.33
clothing,40,2371.5
laptop,9,124.8
laptop,8,134.13
shoes,10,984.06
other,35,1986.79
clothing,25,1461.17
laptop,2,28.88
phone,2,30.83
other,6,417.18
phone,2,31.21
other,3,202.25
laptop,10,148.39
other,26,1506.26
electronics,2,74.34
other,38,2240.75
electronics,9,322.56
clothing,22,1283.45
electronics,3,120.95
other,3,195.61
shoes,8,774.8
other,22,1269.82
clothing,40,2350.03
electronics,7,279.4
clothing,17,981.59
other,16,941.35
other,29,1716.64
shoes,2,201.71
clothing,8,532.25
clothing,4,273.37
appliances,17,1088.38
other,5,340.53
bag,3,252.22
other,28,1619.66
perfume,5,405.16
electronics,12,424.38
other,15,942.5
phone,1,14.53
clothing,37,2142.76
other,33,1851.66
shoes,1,105.03
phone,2,28.4
shoes,4,328.13
shoes,9,840.64
clothing,3,197.44
perfume,2,186.79
shoes,7,640.22
other,23,1305.47
electronics,8,359.88
shoes,3,260.17
clothing,22,1254.12
other,11,714.83
phone,3,46.79
perfume,4,311.7
appliances,18,1276.63
perfume,5,492.76
clothing,5,330.66
perfume,3,250.81
other,17,951.61
electronics,9,318.82
other,20,1114.83
other,19,1139.08
clothing,16,892.66
appliances,4,294.19
other,36,2083.6
appliances,16,974.53
books,2,91.91
clothing,28,1629.44
clothing,12,777.04
other,35,1964.89
clothing,18,1061.42
other,10,695.35
electronics,15,529.59
clothing,29,1721.27
perfume,4,305.7
electronics,9,378.08
electronics,10,413.8
other,35,2070.62
electronics,8,289.05
other,18,1073.57
other,17,955.19
perfume,3,240.87
bag,2,167.65
other,8,541.55
appliances,5,371.34
shoes,10,1040.82
car parts,9,640.41
other,1,68.69
shoes,10,803.9
other,30,1722.38
other,5,326.08
books,5,269.37
clothing,25,1468.25
perfume,5,428.39
electronics,2,81.74
clothing,18,1015.74
phone,3,48.82
other,19,1085.98
other,16,936.86
other,23,1366.3
other,5,339.87
books,4,158.49
electronics,7,310.01
clothing,9,611.04
shoes,4,356.9
perfume,1,94.53
bag,4,340.46
clothing,27,1526.25
other,17,952.74
electronics,14,493.17
other,15,953.21
clothing,3,196.58
clothing,9,623.7
other,20,1186.06
clothing,4,262.36
clothing,29,1604.99
bag,2,144.97
phone,3,45.52
shoes,8,845.43
clothing,27,1597.14
electronics,3,111.38
other,30,1766.29
perfume,3,237.46
other,5,328.5
laptop,3,40.89
clothing,5,334.03
clothing,1,66.05
other,12,728.15
electronics,8,301.65
electronics,13,464.02
clothing,26,1525.13
other,21,1257.38
shoes,5,481.62
other,33,1830.52
other,26,1532.43
other,23,1272.49
other,19,1124.27
clothing,2,131.58
clothing,36,2061.04
shoes,3,256.36
other,5,341.05
appliances,17,1282.1
shoes,7,665.63
other,3,198.32
appliances,11,883.94
phone,3,47.68
other,38,2229.47
appliances,20,1272.71
electronics,5,209.59
clothing,33,1959.01
perfume,5,464.68
car parts,17,1561.39
perfume,3,231.25
clothing,16,933.52
clothing,15,900.47
phone,1,15.51
phone,3,39.89
electronics,15,578.18
other,11,667.2
clothing,11,708.55
appliances,7,483.51
perfume,4,371.47
electronics,5,213.49
clothing,29,1709.14
appliances,16,1086.31
electronics,3,107.78
other,35,2093.07
shoes,6,544.85
clothing,10,699.4
electronics,12,426.63
other,2,138.39
shoes,3,252.76
clothing,31,1845.91
other,15,901.5
phone,2,26.48
bag,6,497.22
clothing,12,775.94
shoes,4,407.41
phone,2,30.2
electronics,6,211.98
phone,3,44.07
shoes,8,720.96
clothing,28,1564.77
clothing,9,607.89
perfume,4,280.35
other,3,197.85
clothing,22,1278.86
clothing,34,2011.49
other,38,2252.67
other,4,270.56
bag,4,350.34
clothing,9,614.03
clothing,23,1293.67
phone,2,27.02
appliances,1,74.61
other,11,711.18
laptop,2,32.09
laptop,4,61.21
other,22,1302.39
other,27,1602.15
electronics,12,431.95
laptop,5,73.1
books,4,174.04
perfume,4,312.11
electronics,5,179.23
clothing,27,1559.74
other,36,2058.34
electronics,2,86.28
other,38,2165.05
other,19,1092.69
other,30,1669.89
clothing,26,1509.12
phone,2,30.44
other,1,65.56
other,18,1052.7
electronics,15,560.69
perfume,4,367.02
other,15,940.53
clothing,12,725.93
electronics,2,87.15
bag,2,145.91
other,39,2312.92
other,35,2001.92
other,29,1726.43
clothing,28,1596.19
perfume,2,193.47
shoes,5,448.53
bag,5,365.73
phone,3,41.52
phone,1,15.9
other,3,202.66
other,2,131.33
electronics,10,407.7
other,4,274.71
clothing,4,278.92
clothing,16,932.41
electronics,1,38.45
shoes,4,419.1
shoes,9,949.08
other,25,1404.97
clothing,15,958.96
clothing,28,1597.64
electronics,1,42.16
other,36,2100.09
laptop,3,44.6
clothing,2,130.96
bag,3,243.23
phone,1,15.16
other,13,844.13
other,30,1655.18
clothing,29,1597.28
other,33,1875.38
laptop,3,48.19
car parts,15,1112.58
other,28,1547.2
shoes,6,534.23
other,38,2228.02
shoes,5,499.34
other,32,1818.89
other,22,1272.07
electronics,6,216.36
books,1,44.64
perfume,3,245.72
perfume,2,189.33
shoes,7,674.38
clothing,6,412.63
other,20,1170.12
electronics,15,581.35
perfume,3,222.91
perfume,5,446.82
clothing,23,1319.54
bag,6,492.76
other,24,1400.16
clothing,4,271.69
bag,6,378.13
laptop,10,162.28
clothing,5,332.38
other,21,1206.57
clothing,5,341.22
electronics,12,453.94
clothing,20,1120.83
phone,2,32.26
other,19,1094.63
other,4,276.49
phone,1,13.3
laptop,4,57.87
other,25,1436.71
laptop,6,82.88
other,2,138.77
electronics,13,461.43
electronics,5,219.7
bag,2,140.18
phone,2,33.28
shoes,4,341.5
clothing,6,400.59
laptop,6,90.71
perfume,3,248.22
clothing,12,769.79
electronics,13,518.34
other,19,1107.74
electronics,13,509.32
laptop,6,97.28
clothing,6,410.91
phone,1,15.19
other,11,662.32
other,37,2212.02
other,37,2213.53
clothing,2,131.39
other,31,1811.54
electronics,5,194.54
clothing,16,895.06
appliances,11,766.68
other,1,66.85
clothing,39,2167.01
clothing,8,540.53
clothing,20,1166.57
shoes,4,413.06
other,33,1866.97
shoes,8,759.09
clothing,14,876.18
electronics,11,411.12
electronics,12,438.2
clothing,30,1786.4
other,27,1548.17
clothing,32,1773.5
clothing,9,612.69
clothing,8,523.11
clothing,11,711.11
electronics,15,596.99
shoes,4,348.5
electronics,4,175.52
clothing,19,1116.41
electronics,5,209.68
electronics,3,114.53
electronics,10,446.83
clothing,35,2015.78
electronics,12,449.12
clothing,25,1455.06
shoes,5,511.1
phone,1,15.94
clothing,37,2082.97
clothing,37,2182.31
perfume,1,84.82
electronics,2,72.6
shoes,4,411.01
other,36,2118.61
shoes,4,343.41
clothing,10,676.44
clothing,28,1546.02
perfume,4,332.77
other,20,1172.88
books,1,48.69
appliances,3,201.09
clothing,14,891.07
shoes,10,819.32
clothing,8,556.75
perfume,4,352.03
other,21,1230.18
phone,1,16.77
clothing,14,882.16
laptop,2,32.65
laptop,5,66.82
other,17,935.89
electronics,7,294.27
clothing,32,1828.58
clothing,34,1958.37
other,26,1558.26
other,32,1779.14
other,10,674.05
other,30,1710.28
clothing,5,337.17
phone,3,42.43
clothing,26,1497.82
clothing,13,835.42
shoes,9,962.29
shoes,2,162.87
shoes,1,102.66
other,29,1717.4
books,1,44.26
bag,5,313.56
electronics,14,517.06
laptop,2,26.8
other,30,1794.6
clothing,23,1354.14
electronics,5,220.82
other,39,2294.05
perfume,4,319.6
other,39,2262.93
clothing,9,604.32
books,2,95.7
clothing,30,1736.47
clothing,32,1854.41
clothing,21,1165.44
electronics,1,35.45
laptop,9,146.18
perfume,1,75.52
other,4,260.16
electronics,4,169.58
clothing,14,840.1
other,2,138.41
laptop,8,134.03
other,35,2005.65
laptop,6,83.17
other,35,1975.24
shoes,9,905.14
clothing,11,668.17
clothing,22,1253.53
electronics,1,35.2
phone,2,31.51
clothing,34,1875.77
perfume,3,254.75
appliances,5,400.79
shoes,9,944.58
bag,6,524.65
other,21,1185.35
car parts,6,502.5
clothing,8,532.52
perfume,4,292.39
laptop,5,69.25
appliances,17,1177.22
perfume,2,167.43
other,35,2061.27
electronics,4,165.12
electronics,8,292.28
clothing,37,2219.34
phone,1,16.29
clothing,16,955.14
electronics,1,35.17
other,16,890.52
other,29,1612.97
other,20,1188.43
other,18,1002.95
electronics,12,473.65
other,18,997.05
clothing,15,909.6
other,6,399.69
clothing,26,1557.49
clothing,30,1732.07
other,11,676.08
electronics,8,339.24
other,8,523.37
other,33,1939.44
other,33,1862.25
clothing,18,1015.82
other,6,397.04
other,12,775.7
electronics,12,433.68
other,14,902.3
shoes,2,169.07
clothing,35,1995.39
other,7,475.57
other,2,134.27
perfume,4,304.84
clothing,34,1928.2
electronics,7,270.32
shoes,1,88.81
laptop,7,110.09
other,18,1009.62
other,23,1265.04
appliances,6,487.48
shoes,9,853.62
bag,4,276.48
electronics,5,188.73
appliances,8,635.37
other,6,411.02
books,1,44.47
clothing,18,1042.4
electronics,6,215.21
other,22,1268.07
phone,2,33.44
shoes,7,637.62
clothing,15,922.29
car parts,5,421.59
clothing,27,1565.39
electronics,3,109.88
clothing,10,651.43
bag,5,314.61
other,38,2230.92
other,18,1067.66
shoes,2,192.73
shoes,8,733.17
shoes,4,421.79
other,34,1871.97
clothing,24,1326.46
shoes,1,82.42
bag,3,199.54
phone,3,44.35
other,38,2260.7
clothing,2,130.17
laptop,3,43.55
other,24,1373.91
clothing,8,521.59
clothing,27,1600.12
phone,2,28.41
perfume,1,74.69
clothing,34,1984.76
electronics,9,374.53
other,31,1781.02
phone,1,13.45
clothing,27,1600.78
clothing,32,1771.62
appliances,11,664.82
shoes,10,880.61
other,8,545.96
other,12,773.42
electronics,6,213.22
other,40,2367.58
shoes,7,749.74
electronics,5,190.83
clothing,6,407.35
books,4,164.56
phone,3,45.84
bag,4,262.95
clothing,22,1309.34
clothing,1,68.18
bag,1,89.87
other,5,329.97
electronics,8,358.33
clothing,20,1155.45
other,19,1138.66
shoes,6,537.0
electronics,4,179.17
other,8,551.18
phone,3,46.29
clothing,15,932.05
phone,2,32.62
other,33,1965.92
electronics,12,449.56
clothing,3,205.61
clothing,29,1705.33
clothing,36,2129.05
bag,1,61.88
clothing,40,2296.21
other,22,1278.26
other,5,346.73
shoes,4,348.78
clothing,18,1079.25
perfume,5,421.26
other,19,1105.68
clothing,19,1118.13
clothing,16,951.54
other,23,1282.75
laptop,10,138.49
clothing,14,895.77
other,35,1972.77
phone,3,46.88
other,26,1483.2
shoes,10,1010.66
car parts,6,534.81
shoes,1,105.08
appliances,14,1008.65
perfume,4,312.63
other,30,1659.84
bag,4,333.37
clothing,6,403.77
other,36,2086.78
clothing,5,334.67
phone,2,33.56
bag,6,457.27
perfume,5,409.16
other,1,68.76
other,37,2044.43
clothing,27,1541.37
clothing,20,1199.89
appliances,9,646.89
other,6,405.55
bag,5,360.09
perfume,2,185.69
clothing,37,2108.62
other,20,1154.18
clothing,20,1111.63
perfume,4,356.1
clothing,34,2024.26
appliances,11,859.08
books,2,94.34
clothing,31,1705.87
books,5,269.81
shoes,8,659.01
other,4,276.41
other,36,2117.15
perfume,2,154.51
other,12,735.89
other,7,480.69
clothing,36,2099.55
phone,3,39.88
bag,2,163.44
other,37,2066.38
books,1,38.71
electronics,11,416.24
other,2,132.06
clothing,28,1614.56
other,14,849.35
electronics,4,166.7
phone,3,40.48
car parts,17,1388.4
clothing,20,1128.94
other,34,1937.06
clothing,7,466.52
laptop,2,32.67
phone,1,13.32
shoes,8,707.12
clothing,38,2216.87
phone,1,13.93
other,16,884.94
other,4,261.75
electronics,9,347.96
laptop,8,115.35
appliances,14,918.69
laptop,5,70.92
clothing,32,1830.47
phone,3,40.13
clothing,33,1835.0
clothing,33,1976.26
other,10,660.57
shoes,7,722.3
other,20,1104.24
electronics,14,525.16
other,12,748.05
electronics,6,248.29
clothing,31,1759.34
laptop,6,83.43
phone,2,33.03
other,9,623.92
other,26,1531.23
other,18,1014.99
clothing,39,2158.81
electronics,9,325.89
clothing,38,2258.92
other,31,1789.34
electronics,1,38.43
perfume,1,97.93
clothing,22,1218.42
laptop,4,64.72
clothing,28,1648.4
books,4,213.09
electronics,4,154.8
clothing,9,602.36
phone,2,28.69
shoes,5,426.36
other,24,1325.6
bag,2,176.64
clothing,40,2238.09
appliances,2,125.22
car parts,17,1406.45
laptop,6,88.85
laptop,2,30.43
shoes,4,332.05
other,28,1634.39
electronics,3,106.42
electronics,5,189.72
other,31,1839.6
other,9,587.21
other,36,2007.72
clothing,37,2059.36
electronics,1,39.07
clothing,23,1333.82
phone,1,15.5
other,27,1549.65
electronics,4,156.9
clothing,32,1914.32
other,14,870.21
car parts,7,533.98
clothing,23,1363.89
shoes,3,244.46
laptop,10,164.91
clothing,9,623.31
perfume,2,186.83
other,12,732.85
clothing,38,2136.99
clothing,3,202.35
clothing,15,902.89
shoes,1,83.63
clothing,38,2198.11
other,14,841.76
other,3,207.4
clothing,29,1739.43
clothing,13,796.53
clothing,13,794.26
shoes,9,984.08
perfume,5,368.02
clothing,18,1050.22
other,6,391.41
clothing,32,1833.49
perfume,1,80.93
other,15,930.22
other,38,2154.24
electronics,12,465.19
electronics,6,231.3
laptop,3,42.18
other,27,1515.28
electronics,7,313.11
electronics,15,561.03
books,4,210.28
other,23,1307.61
other,10,684.27
clothing,32,1766.06
shoes,9,736.3
laptop,9,142.52
electronics,3,109.11
other,2,130.28
other,10,697.71
electronics,8,356.48
clothing,39,2196.49
other,34,1887.3
other,14,867.97
other,9,602.64
electronics,9,380.22
clothing,37,2214.32
clothing,39,2243.45
other,39,2256.63
other,34,1934.26
perfume,2,146.53
clothing,24,1320.13
clothing,11,660.88
clothing,33,1895.39
other,38,2196.61
phone,2,28.02
bag,3,197.77
laptop,2,31.37
clothing,1,69.01
other,28,1570.57
perfume,5,434.45
other,3,202.64
other,30,1667.07
clothing,20,1175.79
other,31,1736.53
clothing,20,1100.88
phone,3,40.05
shoes,7,642.62
clothing,36,2111.44
electronics,12,430.9
electronics,15,585.92
shoes,4,430.39
electronics,3,118.79
other,31,1801.34
other,10,692.62
clothing,23,1367.73
electronics,7,284.75
clothing,29,1620.56
other,37,2101.03
shoes,7,724.93
clothing,39,2286.49
other,22,1316.64
appliances,10,651.83
clothing,36,2112.19
electronics,6,247.02
laptop,6,100.27
other,28,1545.41
laptop,7,103.46
clothing,31,1812.89
clothing,32,1892.48
clothing,4,265.04
clothing,6,390.36
clothing,10,663.88
shoes,8,860.58
bag,4,352.1
shoes,4,328.57
shoes,3,299.47
other,25,1469.86
shoes,8,697.8
clothing,12,752.73
clothing,14,905.27
other,33,1829.54
other,37,2084.31
clothing,5,333.7
other,26,1502.54
clothing,7,483.02
electronics,1,42.19
electronics,5,194.52
electronics,7,278.56
other,2,131.82
shoes,4,347.02
books,2,98.82
other,20,1107.61
appliances,15,1158.37
laptop,10,134.33
perfume,2,146.95
shoes,9,760.15
other,24,1420.62
electronics,5,188.46
clothing,28,1555.72
laptop,2,27.22
electronics,8,296.61
clothing,27,1556.68
other,24,1400.74
electronics,9,381.08
clothing,19,1128.3
other,32,1881.91
phone,3,41.9
other,28,1666.19
bag,3,259.82
other,32,1912.17
laptop,5,75.88
electronics,13,462.45
electronics,1,42.69
shoes,6,609.53
clothing,37,2155.42
clothing,22,1237.75
other,23,1364.47
appliances,3,201.54
